Eid,Python,Machine Learning,Deep Learning,Data Analysis,Asp.Net,Ado.Net,VB.Net,C#,Java,Spring Boot,Hibernate,NLP,CV,JS,React,Node,Angular,Dart,Flutter,Vb.Net,Ename,Experience,Total_projects,Rating,Area_of_Interest_1,Area_of_Interest_2,Area_of_Interest_3,Language1,Language2,Language3,AI_project_count,ML_project_count,JS_project_count,Java_project_count,DotNet_project_count,Mobile_project_count
426,2,2,2,2,1,1,0,1,3,3,3,1,1,4,4,4,4,1,1,1,Dominick Mckenzie,24,20,0.8333333333333334,JS,Java,ML,English,Chinese,Malayalam,3,4,3,2,4,4
427,3,3,3,3,4,4,0,4,1,1,1,1,1,2,2,2,2,1,1,4,Carol Keller,20,21,1.05,DotNet,ML,JS,English,Kannada,Tamil,3,2,7,5,2,2
428,1,1,1,1,1,1,0,1,2,2,2,4,4,3,3,3,3,0,0,1,Kera Cook,7,12,1.7142857142857142,AI,JS,Java,English,Telugu,Chinese,6,1,2,1,2,0
429,3,3,3,3,0,0,0,1,1,0,0,4,4,1,1,1,1,1,1,0,Mary Gunning,9,5,0.5555555555555556,AI,ML,Mobile,English,Tamil,Malayalam,2,2,1,0,0,0
430,4,4,4,4,1,1,0,1,1,1,1,1,1,2,2,2,2,3,3,1,Ann Marsh,23,28,1.2173913043478262,ML,Mobile,JS,English,Kannada,Malayalam,5,6,2,4,6,5
431,1,1,1,1,1,1,0,1,1,1,1,4,4,2,2,2,2,1,1,1,Ronald Gaughan,8,9,1.125,AI,DotNet,JS,English,Japenese,Chinese,2,4,1,1,0,1
432,1,1,1,1,1,1,0,1,4,4,4,2,2,3,3,3,3,1,1,1,Anna Crays,13,14,1.0769230769230769,Java,JS,AI,English,Hindi,Telugu,1,2,4,2,3,2
433,1,1,1,1,1,1,0,1,2,2,2,1,1,4,4,4,4,3,3,1,Robert Rezac,22,22,1.0,JS,Mobile,Java,English,Chinese,Japenese,4,2,5,7,2,2
434,2,2,2,2,1,1,0,1,4,4,4,1,1,1,1,1,1,3,3,1,Janis Strickland,19,18,0.9473684210526316,Java,Mobile,ML,English,Kannada,Hindi,3,1,6,2,3,3
435,2,2,2,2,1,1,0,1,4,4,4,3,3,1,0,0,0,0,0,1,Frances Mackenzie,10,9,0.9,Java,AI,ML,English,Japenese,Telugu,1,1,0,6,1,0
436,1,1,1,1,1,1,0,1,2,2,2,4,4,1,1,1,1,3,3,1,Joseph Marcum,19,25,1.3157894736842106,AI,Mobile,Java,English,Chinese,Japenese,1,4,3,7,5,5
437,1,1,1,1,3,3,0,3,1,1,1,0,0,4,4,4,4,1,1,3,Betty Rodriguez,11,5,0.4545454545454545,JS,DotNet,Java,English,Telugu,Tamil,0,1,2,0,1,1
438,1,1,1,1,1,1,0,1,1,1,1,4,4,2,2,2,2,1,1,1,Raul Knox,5,8,1.6,AI,Mobile,JS,English,Japenese,Hindi,3,1,2,1,1,0
439,3,3,3,3,1,1,0,1,4,4,4,2,2,1,1,1,1,0,0,1,Lisa Mondragon,11,12,1.0909090909090908,Java,ML,AI,English,Kannada,Malayalam,3,3,2,2,2,0
440,1,1,1,1,2,2,0,2,4,4,4,3,3,1,1,1,1,1,1,2,Shannon Mcintosh,18,16,0.8888888888888888,Java,AI,DotNet,English,Kannada,Hindi,2,2,3,5,2,2
441,2,2,2,2,3,3,0,3,1,1,1,1,1,4,4,4,4,0,0,3,Leon Kramer,8,10,1.25,JS,DotNet,ML,English,Japenese,Malayalam,2,2,1,1,4,0
442,1,1,1,1,2,2,0,2,1,1,1,4,4,3,3,3,3,1,1,2,John Fitzgerald,21,28,1.3333333333333333,AI,JS,DotNet,English,Chinese,Telugu,8,7,2,4,5,2
443,1,0,0,0,0,0,0,1,1,1,1,2,2,4,4,4,4,0,0,0,Rena Price,4,3,0.75,JS,Java,AI,English,Japenese,Tamil,2,0,1,0,0,0
444,1,1,1,1,2,2,0,2,1,1,1,1,1,3,3,3,3,4,4,2,Susan Spears,23,22,0.9565217391304348,Mobile,JS,DotNet,English,Chinese,Telugu,2,4,5,1,5,5
445,1,0,0,0,4,4,0,4,3,3,3,1,1,1,1,1,1,0,0,4,Rose Brady,5,4,0.8,DotNet,Java,JS,English,Japenese,Telugu,1,0,0,2,1,0
446,1,0,0,0,4,4,0,4,1,1,1,1,1,1,1,1,1,2,2,4,Jennifer Garcia,12,5,0.4166666666666667,DotNet,Java,Mobile,English,Japenese,Telugu,1,0,1,0,2,1
447,1,1,1,1,4,4,0,4,1,1,1,1,1,2,2,2,2,3,3,4,Lucille Tousom,19,24,1.263157894736842,DotNet,Mobile,JS,English,Japenese,Malayalam,3,4,2,5,5,5
448,1,1,1,1,4,4,0,4,1,1,1,2,2,1,1,1,1,3,3,4,Helen Simpson,24,26,1.0833333333333333,DotNet,Mobile,AI,English,Hindi,Telugu,5,6,5,4,2,4
449,1,1,1,1,1,1,0,1,1,1,1,4,4,2,2,2,2,3,3,1,Mike Blaize,8,11,1.375,AI,Mobile,JS,English,Tamil,Japenese,1,2,2,2,2,2
450,1,1,1,1,4,4,0,4,2,2,2,3,3,1,1,1,1,1,1,4,Benjamin Wilcoxen,17,15,0.8823529411764706,DotNet,AI,Java,English,Kannada,Telugu,2,1,1,7,3,1
451,1,1,1,1,1,1,0,1,2,2,2,1,1,3,3,3,3,4,4,1,Patricia Bonn,19,28,1.4736842105263157,Mobile,JS,Java,English,Malayalam,Hindi,4,5,6,7,3,3
452,1,1,1,1,1,1,0,1,3,3,3,1,1,1,1,1,1,4,4,1,Joe Ballard,11,11,1.0,Mobile,Java,ML,English,Kannada,Chinese,2,0,1,5,1,2
453,3,3,3,3,1,1,0,1,1,1,1,1,1,2,2,2,2,4,4,1,Norma Symes,21,20,0.9523809523809524,Mobile,ML,JS,English,Malayalam,Japenese,3,3,1,6,3,4
454,1,1,1,1,2,2,0,2,1,1,1,1,1,1,1,1,1,0,0,2,Jennifer Wood,10,6,0.6,Java,JS,DotNet,English,Telugu,Japenese,3,2,0,0,1,0
455,3,3,3,3,2,2,0,2,4,4,4,1,1,1,1,1,1,1,1,2,Heather Gonzalez,17,21,1.2352941176470589,Java,ML,DotNet,English,Telugu,Chinese,5,4,6,1,1,4
456,3,3,3,3,2,2,0,2,4,4,4,1,1,1,1,1,1,1,1,2,Nicholas Durbin,18,21,1.1666666666666667,Java,ML,DotNet,English,Chinese,Hindi,4,6,1,3,3,4
457,3,3,3,3,1,1,0,1,1,1,1,2,2,1,1,1,1,4,4,1,Arnold Witaszek,8,9,1.125,Mobile,ML,AI,English,Tamil,Kannada,3,2,1,1,1,1
458,1,1,1,1,4,4,0,4,1,1,1,2,2,1,1,1,1,3,3,4,William Buchanan,21,20,0.9523809523809524,DotNet,Mobile,AI,English,Kannada,Tamil,3,6,2,3,2,4
459,1,1,1,1,1,1,0,1,4,4,4,3,3,2,2,2,2,1,1,1,Linda Nunmaker,17,27,1.588235294117647,Java,AI,JS,English,Malayalam,Chinese,4,6,4,3,4,6
460,1,1,1,1,1,1,0,1,1,0,0,0,0,2,2,2,2,1,1,1,Rose Bailey,10,5,0.5,Mobile,DotNet,JS,English,Tamil,Japenese,0,2,3,0,0,0
461,1,0,0,0,1,1,0,1,1,1,1,3,3,1,1,1,1,2,2,1,Adele Garren,9,6,0.6666666666666666,JS,AI,Mobile,English,Hindi,Telugu,1,0,0,3,1,1
462,4,4,4,4,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,1,Robert Good,12,10,0.8333333333333334,ML,Mobile,AI,English,Tamil,Japenese,1,3,2,2,2,0
463,3,3,3,3,1,1,0,1,1,1,1,4,4,1,1,1,1,2,2,1,Maria Deese,24,24,1.0,AI,ML,Mobile,English,Hindi,Malayalam,2,9,3,1,5,4
464,2,2,2,2,1,1,0,1,4,4,4,3,3,1,1,1,1,1,1,1,John Gutierrez,21,23,1.0952380952380951,Java,AI,ML,English,Kannada,Telugu,3,6,5,3,5,1
465,3,3,3,3,1,1,0,1,1,0,0,2,2,1,1,1,1,1,1,1,Rosa Bongiorno,8,7,0.875,JS,ML,AI,English,Malayalam,Chinese,2,1,0,0,1,3
466,4,4,4,4,0,0,0,1,1,0,0,3,3,2,2,2,2,1,1,0,Beatriz Lee,8,5,0.625,ML,AI,JS,English,Tamil,Telugu,1,1,2,0,0,1
467,3,3,3,3,1,1,0,1,1,1,1,1,1,2,2,2,2,4,4,1,Patricia Lewis,17,27,1.588235294117647,Mobile,ML,JS,English,Hindi,Malayalam,3,7,7,5,3,2
468,1,0,0,0,3,3,0,3,1,1,1,2,2,1,1,1,1,4,4,3,Robert Martin,5,9,1.8,Mobile,DotNet,AI,English,Malayalam,Tamil,1,0,4,2,1,1
469,4,4,4,4,2,2,0,2,1,1,1,1,1,3,3,3,3,0,0,2,Corinne Slinkard,6,10,1.6666666666666667,ML,JS,DotNet,English,Hindi,Telugu,2,1,3,3,1,0
470,2,2,2,2,1,1,0,1,1,1,1,3,3,1,1,1,1,1,1,1,Tina Villalta,12,12,1.0,JS,AI,ML,English,Tamil,Kannada,2,2,0,4,2,2
471,4,4,4,4,0,0,0,1,2,2,2,3,3,1,1,1,1,1,1,0,Naomi Risher,10,10,1.0,ML,AI,Java,English,Telugu,Malayalam,4,2,1,2,0,1
472,1,1,1,1,3,3,0,3,1,1,1,1,1,4,4,4,4,2,2,3,Jimmie Johnston,18,21,1.1666666666666667,JS,DotNet,Mobile,English,Tamil,Chinese,6,5,2,2,4,2
473,4,4,4,4,2,2,0,2,1,1,1,1,1,1,1,1,1,0,0,2,Deborah Coles,11,10,0.9090909090909092,ML,AI,DotNet,English,Hindi,Tamil,0,6,1,1,2,0
474,3,3,3,3,4,4,0,4,1,0,0,1,1,1,1,1,1,2,2,4,Thomas Salazar,9,10,1.1111111111111112,DotNet,ML,Mobile,English,Chinese,Japenese,3,1,2,0,2,2
475,1,1,1,1,2,2,0,2,4,4,4,1,1,1,1,1,1,3,3,2,James Bevan,9,13,1.4444444444444444,Java,Mobile,DotNet,English,Japenese,Tamil,1,2,3,2,4,1
476,2,2,2,2,1,1,0,1,1,1,1,3,3,1,1,1,1,4,4,1,Bryan Hanson,16,19,1.1875,Mobile,AI,ML,English,Chinese,Tamil,5,3,3,3,3,2
477,2,2,2,2,0,0,0,1,1,0,0,1,1,3,3,3,3,4,4,0,Jeffrey Denny,4,8,2.0,Mobile,JS,ML,English,Japenese,Hindi,1,3,3,0,0,1
478,1,1,1,1,1,1,0,1,1,1,1,0,0,4,4,4,4,2,2,1,Kenneth Crossman,12,5,0.4166666666666667,JS,DotNet,Mobile,English,Japenese,Malayalam,0,1,1,1,0,2
479,1,1,1,1,1,1,0,1,2,2,2,1,1,3,3,3,3,4,4,1,James Mcgee,8,13,1.625,Mobile,JS,Java,English,Chinese,Telugu,3,4,1,2,2,1
480,1,1,1,1,1,1,0,1,3,3,3,4,4,1,1,1,1,2,2,1,Celia Jackson,6,12,2.0,AI,Java,Mobile,English,Chinese,Tamil,5,1,3,1,1,1
481,3,3,3,3,2,2,0,2,1,1,1,4,4,1,1,1,1,1,1,2,Terresa Wright,19,28,1.4736842105263157,AI,ML,DotNet,English,Malayalam,Japenese,6,2,4,5,5,6
482,3,3,3,3,0,0,0,1,1,1,1,0,0,4,4,4,4,0,0,0,Jack Coffin,4,2,0.5,JS,ML,Java,English,Japenese,Kannada,0,1,1,0,0,0
483,4,4,4,4,0,0,0,1,1,1,1,2,2,3,3,3,3,1,1,0,Pedro Clinton,7,9,1.2857142857142858,ML,JS,AI,English,Malayalam,Japenese,2,1,1,1,0,4
484,1,1,1,1,1,1,0,1,1,1,1,3,3,4,4,4,4,1,1,1,Patricia Dominguez,13,10,0.7692307692307693,JS,AI,Mobile,English,Telugu,Japenese,3,2,1,3,1,0
485,1,1,1,1,4,4,0,4,3,3,3,1,1,2,2,2,2,1,1,4,Phyllis Dekany,21,25,1.1904761904761905,DotNet,Java,JS,English,Chinese,Japenese,6,3,8,5,1,2
486,1,1,1,1,1,1,0,1,1,1,1,2,2,4,4,4,4,3,3,1,Melvin Romero,20,17,0.85,JS,Mobile,AI,English,Hindi,Telugu,1,4,5,1,5,1
487,1,1,1,1,0,0,0,1,4,4,4,2,2,1,1,1,1,1,1,0,Ruth Murray,4,9,2.25,Java,JS,AI,English,Chinese,Tamil,4,2,0,2,0,1
488,1,1,1,1,1,1,0,1,1,1,1,1,1,2,2,2,2,3,3,1,Erin Quarles,24,23,0.9583333333333334,Java,Mobile,JS,English,Hindi,Telugu,3,3,7,0,6,4
489,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,4,4,1,Jimmy Klein,5,6,1.2,Mobile,DotNet,Java,English,Tamil,Telugu,2,1,0,0,0,3
490,1,1,1,1,4,4,0,4,1,0,0,1,1,1,1,1,1,1,1,4,Cammie Farris,13,6,0.4615384615384615,DotNet,AI,ML,English,Kannada,Telugu,0,0,3,0,1,2
491,1,1,1,1,1,1,0,1,1,0,0,4,4,1,1,1,1,2,2,1,Gary Tabron,6,6,1.0,AI,DotNet,Mobile,English,Kannada,Tamil,1,2,2,0,0,1
492,3,3,3,3,1,1,0,1,4,4,4,2,2,1,1,1,1,1,1,1,Eric Woodall,10,12,1.2,Java,ML,AI,English,Kannada,Telugu,2,2,2,3,2,1
493,1,1,1,1,1,1,0,1,1,1,1,1,1,4,4,4,4,1,1,1,Karie Keenan,8,8,1.0,JS,Java,AI,English,Kannada,Malayalam,0,4,2,0,1,1
494,1,0,0,0,1,1,0,1,1,1,1,2,2,1,1,1,1,0,0,1,Carol Tretheway,3,2,0.6666666666666666,Java,DotNet,AI,English,Chinese,Kannada,1,0,1,0,0,0
495,3,3,3,3,1,1,0,1,1,1,1,1,1,2,2,2,2,1,1,1,Norene Mcfadden,10,8,0.8,DotNet,ML,JS,English,Japenese,Telugu,1,1,4,1,0,1
496,2,2,2,2,1,1,0,1,1,1,1,1,1,4,4,4,4,3,3,1,Sherry Landers,13,19,1.4615384615384617,JS,Mobile,ML,English,Malayalam,Tamil,4,1,7,4,1,2
497,3,3,3,3,4,4,0,4,1,1,1,2,2,1,1,1,1,1,1,4,Dustin Harris,15,18,1.2,DotNet,ML,AI,English,Chinese,Telugu,4,2,1,3,3,5
498,2,2,2,2,0,0,0,1,1,0,0,3,3,4,4,4,4,1,1,0,Blanche Debaecke,11,7,0.6363636363636364,JS,AI,ML,English,Japenese,Malayalam,1,1,1,0,0,4
499,2,2,2,2,1,1,0,1,1,1,1,4,4,3,3,3,3,1,1,1,Melody Best,17,18,1.0588235294117647,AI,JS,ML,English,Malayalam,Chinese,5,1,3,4,3,2
500,1,1,1,1,4,4,0,4,3,3,3,2,2,1,1,1,1,1,1,4,Robert Woodberry,24,26,1.0833333333333333,DotNet,Java,AI,English,Japenese,Malayalam,4,6,3,6,5,2
501,1,1,1,1,1,1,0,1,4,4,4,3,3,2,2,2,2,1,1,1,Tiffany Franklin,11,18,1.6363636363636365,Java,AI,JS,English,Kannada,Tamil,4,5,1,3,1,4
502,1,1,1,1,3,3,0,3,4,4,4,1,1,2,2,2,2,0,0,3,Jonathan Cropper,11,9,0.8181818181818182,Java,DotNet,JS,English,Malayalam,Japenese,3,3,1,1,1,0
503,4,4,4,4,0,0,0,1,1,1,1,2,2,1,1,1,1,3,3,0,Paul Moore,9,7,0.7777777777777778,ML,Mobile,AI,English,Tamil,Kannada,1,2,1,2,0,1
504,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,3,3,1,Jerry Baier,7,9,1.2857142857142858,DotNet,Mobile,ML,English,Chinese,Hindi,1,1,3,3,0,1
505,1,1,1,1,1,1,0,1,2,2,2,4,4,3,3,3,3,1,1,1,Sara Hernandez,7,14,2.0,AI,JS,Java,English,Malayalam,Telugu,1,6,2,3,1,1
506,1,1,1,1,3,3,0,3,1,1,1,4,4,2,2,2,2,1,1,3,Orlando Schuld,9,14,1.5555555555555556,AI,DotNet,JS,English,Telugu,Hindi,1,2,3,1,5,2
507,4,4,4,4,3,3,0,3,1,1,1,1,1,2,2,2,2,1,1,3,Thomas Nelson,9,19,2.111111111111111,ML,DotNet,JS,English,Telugu,Japenese,4,2,2,3,4,4
508,4,4,4,4,1,1,0,1,3,3,3,1,1,1,1,1,1,2,2,1,Patrick Constantini,22,28,1.2727272727272727,ML,Java,Mobile,English,Telugu,Kannada,3,8,2,3,5,7
509,1,1,1,1,3,3,0,3,1,1,1,0,0,2,2,2,2,0,0,3,Rikki Felix,4,5,1.25,ML,DotNet,JS,English,Tamil,Hindi,0,0,1,2,2,0
510,1,1,1,1,1,1,0,1,3,3,3,1,1,4,4,4,4,2,2,1,Dorothy Kenimer,21,21,1.0,JS,Java,Mobile,English,Chinese,Japenese,5,2,6,4,2,2
511,1,1,1,1,1,1,0,1,3,3,3,4,4,1,1,1,1,2,2,1,Ronnie Modi,9,17,1.8888888888888888,AI,Java,Mobile,English,Telugu,Japenese,3,2,2,4,5,1
512,3,3,3,3,4,4,0,4,1,1,1,1,1,2,2,2,2,1,1,4,David Edmonds,23,29,1.2608695652173914,DotNet,ML,JS,English,Japenese,Chinese,8,3,6,2,5,5
513,1,1,1,1,1,1,0,1,1,0,0,4,4,1,1,1,1,1,1,1,Larry Rodriguez,12,6,0.5,AI,Mobile,DotNet,English,Japenese,Malayalam,3,1,2,0,0,0
514,1,1,1,1,2,2,0,2,1,1,1,4,4,3,3,3,3,1,1,2,Anna Bell,19,16,0.8421052631578947,AI,JS,DotNet,English,Japenese,Tamil,2,7,2,3,1,1
515,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,4,4,1,Lori Adams,7,7,1.0,Mobile,Java,DotNet,English,Kannada,Japenese,1,3,1,0,0,2
516,4,4,4,4,3,3,0,3,1,1,1,2,2,1,1,1,1,1,1,3,Tamara Wright,13,16,1.2307692307692308,ML,DotNet,AI,English,Telugu,Tamil,1,2,3,5,4,1
517,1,1,1,1,4,4,0,4,1,1,1,1,1,1,1,1,1,1,1,4,Clara Benoist,7,9,1.2857142857142858,DotNet,Mobile,ML,English,Chinese,Kannada,1,0,3,2,3,0
518,3,3,3,3,1,1,0,1,2,2,2,4,4,1,1,1,1,1,1,1,Dolores Lee,22,28,1.2727272727272727,AI,ML,Java,English,Telugu,Kannada,5,4,4,4,4,7
519,1,1,1,1,1,1,0,1,1,0,0,3,3,4,4,4,4,2,2,1,Rakesh Raj,23,18,0.782608695652174,JS,AI,Mobile,English,Telugu,Tamil,6,5,2,0,2,3
520,3,3,3,3,4,4,0,4,1,1,1,1,1,2,2,2,2,1,1,4,Leslie Johnson,9,14,1.5555555555555556,DotNet,ML,JS,English,Japenese,Telugu,2,2,4,3,2,1
521,2,2,2,2,1,1,0,1,3,3,3,1,1,1,1,1,1,0,0,1,Edward Samons,4,8,2.0,DotNet,Java,ML,English,Malayalam,Tamil,1,3,3,1,0,0
522,4,4,4,4,3,3,0,3,1,1,1,1,1,2,2,2,2,1,1,3,Berniece Cockrell,18,29,1.6111111111111112,ML,DotNet,JS,English,Chinese,Telugu,8,4,7,3,3,4
523,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,4,4,1,Yoshiko Mcdonald,16,19,1.1875,Mobile,DotNet,ML,English,Kannada,Telugu,5,3,4,3,0,4
524,1,1,1,1,4,4,0,4,1,1,1,1,1,3,3,3,3,1,1,4,Angie Eberts,5,8,1.6,DotNet,JS,Java,English,Tamil,Kannada,1,1,2,0,2,2
525,2,2,2,2,4,4,0,4,1,1,1,1,1,1,1,1,1,3,3,4,Diane Gregory,17,24,1.411764705882353,DotNet,Mobile,ML,English,Kannada,Malayalam,5,3,3,8,4,1
526,4,4,4,4,1,1,0,1,1,1,1,1,1,3,3,3,3,0,0,1,Kimberly Deen,2,9,4.5,ML,JS,AI,English,Hindi,Telugu,0,1,5,1,2,0
527,1,1,1,1,2,2,0,2,1,1,1,3,3,1,1,1,1,4,4,2,Maureen Craddock,13,17,1.3076923076923077,Mobile,AI,DotNet,English,Tamil,Kannada,1,2,2,1,3,8
528,1,1,1,1,2,2,0,2,4,4,4,1,1,3,3,3,3,1,1,2,David Owens,20,22,1.1,Java,JS,DotNet,English,Telugu,Japenese,5,4,6,1,3,3
529,1,1,1,1,3,3,0,3,4,4,4,1,1,2,2,2,2,1,1,3,Doyle Werts,15,17,1.1333333333333333,Java,DotNet,JS,English,Chinese,Telugu,3,1,6,3,2,2
530,1,1,1,1,1,1,0,1,2,2,2,1,1,3,3,3,3,4,4,1,Charlotte Suarez,17,18,1.0588235294117647,Mobile,JS,Java,English,Chinese,Hindi,2,4,4,6,1,1
531,1,0,0,0,2,2,0,2,1,0,0,3,3,1,1,1,1,4,4,2,Terry Laughlin,11,6,0.5454545454545454,Mobile,AI,DotNet,English,Tamil,Telugu,1,0,2,0,2,1
532,2,2,2,2,4,4,0,4,1,1,1,1,1,1,1,1,1,1,1,4,Angelina Scerra,14,13,0.9285714285714286,DotNet,Mobile,ML,English,Telugu,Chinese,5,2,1,4,1,0
533,1,1,1,1,1,1,0,1,4,4,4,2,2,3,3,3,3,1,1,1,Scott Billings,17,22,1.2941176470588236,Java,JS,AI,English,Telugu,Kannada,2,4,6,2,4,4
534,3,3,3,3,2,2,0,2,4,4,4,1,1,1,1,1,1,1,1,2,Laura Pouncey,13,15,1.1538461538461535,Java,ML,DotNet,English,Tamil,Chinese,4,1,2,5,2,1
535,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,Ericka Burke,5,3,0.6,DotNet,JS,ML,English,Chinese,Tamil,1,1,0,1,0,0
536,1,1,1,1,2,2,0,2,4,4,4,0,0,3,3,3,3,1,1,2,Hazel Stanley,14,18,1.2857142857142858,Java,JS,DotNet,English,Tamil,Telugu,0,3,4,1,5,5
537,4,4,4,4,1,1,0,1,2,2,2,1,1,3,3,3,3,1,1,1,Harry Vanhouten,14,16,1.1428571428571428,ML,JS,Java,English,Chinese,Japenese,3,6,1,3,2,1
538,1,1,1,1,1,1,0,1,1,1,1,1,1,4,4,4,4,2,2,1,Mary Palomo,10,9,0.9,JS,AI,Mobile,English,Telugu,Kannada,0,2,2,3,1,1
539,1,0,0,0,4,4,0,4,1,1,1,3,3,1,1,1,1,1,1,4,Steven Manley,4,4,1.0,DotNet,AI,Mobile,English,Tamil,Hindi,1,0,1,1,1,0
540,1,1,1,1,0,0,0,1,1,1,1,2,2,1,0,0,0,3,3,0,Brittany Vario,7,6,0.8571428571428571,ML,Mobile,AI,English,Malayalam,Tamil,1,0,0,2,0,3
541,2,2,2,2,4,4,0,4,3,3,3,1,1,1,1,1,1,1,1,4,Lloyd Baker,6,18,3.0,DotNet,Java,ML,English,Malayalam,Chinese,3,1,4,4,5,1
542,2,2,2,2,3,3,0,3,1,1,1,4,4,1,1,1,1,1,1,3,Luke Strause,17,20,1.1764705882352942,AI,DotNet,ML,English,Malayalam,Telugu,7,6,1,3,2,1
543,1,1,1,1,1,1,0,1,2,2,2,1,1,4,4,4,4,0,0,1,Elizabeth Kelly,9,7,0.7777777777777778,JS,DotNet,Java,English,Hindi,Tamil,4,1,1,1,0,0
544,1,1,1,1,1,1,0,1,4,4,4,3,3,2,2,2,2,1,1,1,Jane Truong,22,15,0.6818181818181818,Java,AI,JS,English,Japenese,Telugu,2,2,3,3,2,3
545,3,3,3,3,1,1,0,1,1,1,1,4,4,1,1,1,1,2,2,1,Gene Latimer,9,18,2.0,AI,ML,Mobile,English,Malayalam,Telugu,3,1,4,3,3,4
546,4,4,4,4,1,1,0,1,1,1,1,3,3,1,1,1,1,1,1,1,Petra Gaskin,7,14,2.0,ML,AI,DotNet,English,Malayalam,Kannada,2,2,6,1,0,3
547,4,4,4,4,3,3,0,3,1,1,1,1,1,1,1,1,1,2,2,3,Anna Chavez,23,15,0.6521739130434783,ML,DotNet,Mobile,English,Telugu,Hindi,2,1,4,5,2,1
548,1,1,1,1,1,1,0,1,1,1,1,4,4,2,2,2,2,1,1,1,Margaret Crowder,2,7,3.5,AI,DotNet,JS,English,Chinese,Tamil,1,2,1,1,0,2
549,1,1,1,1,0,0,0,1,1,0,0,0,0,2,2,2,2,1,1,0,Jean Smith,2,2,1.0,Mobile,ML,JS,English,Chinese,Telugu,0,0,2,0,0,0
550,1,1,1,1,4,4,0,4,3,3,3,1,1,1,1,1,1,2,2,4,Esperanza Urreta,21,27,1.2857142857142858,DotNet,Java,Mobile,English,Hindi,Chinese,6,3,4,5,4,5
551,3,3,3,3,4,4,0,4,2,2,2,1,1,1,1,1,1,1,1,4,Saundra Rodriguez,22,20,0.9090909090909092,DotNet,ML,Java,English,Hindi,Kannada,2,4,2,5,3,4
552,1,1,1,1,3,3,0,3,1,1,1,1,1,4,4,4,4,1,1,3,Freda Bass,7,10,1.4285714285714286,JS,DotNet,Mobile,English,Japenese,Tamil,1,2,1,4,2,0
553,1,1,1,1,1,1,0,1,3,3,3,4,4,1,1,1,1,1,1,1,Crystal Olvera,10,18,1.8,AI,Java,JS,English,Tamil,Malayalam,3,3,0,5,2,5
554,4,4,4,4,1,1,0,1,2,2,2,3,3,1,1,1,1,1,1,1,Reginald Robinson,18,19,1.0555555555555556,ML,AI,Java,English,Japenese,Hindi,7,4,2,1,4,1
555,4,4,4,4,1,1,0,1,1,0,0,2,2,3,3,3,3,1,1,1,Zachary Harrell,23,20,0.8695652173913043,ML,JS,AI,English,Tamil,Telugu,4,3,4,0,6,3
556,1,1,1,1,2,2,0,2,1,1,1,3,3,1,1,1,1,4,4,2,Kenneth Frey,12,17,1.4166666666666667,Mobile,AI,DotNet,English,Telugu,Tamil,4,3,2,5,2,1
557,1,1,1,1,1,1,0,1,2,2,2,4,4,1,1,1,1,3,3,1,Grace Perigo,11,16,1.4545454545454546,AI,Mobile,Java,English,Telugu,Hindi,1,3,2,6,3,1
558,2,2,2,2,1,1,0,1,1,1,1,1,1,4,4,4,4,3,3,1,Mildred Beaudette,16,26,1.625,JS,Mobile,ML,English,Kannada,Chinese,7,3,5,6,4,1
559,2,2,2,2,4,4,0,4,1,1,1,1,1,3,3,3,3,1,1,4,Zachary Murphy,8,17,2.125,DotNet,JS,ML,English,Telugu,Malayalam,2,4,3,2,4,2
560,1,1,1,1,3,3,0,3,4,4,4,1,1,1,1,1,1,2,2,3,Barbara Bell,19,28,1.4736842105263157,Java,DotNet,Mobile,English,Malayalam,Telugu,3,5,5,4,4,7
561,2,2,2,2,1,1,0,1,1,1,1,4,4,1,0,0,0,1,1,1,Julie Flaherty,15,6,0.4,AI,DotNet,ML,English,Chinese,Tamil,1,1,0,2,0,2
562,4,4,4,4,1,1,0,1,1,1,1,1,1,3,3,3,3,2,2,1,Holly Barrows,17,21,1.2352941176470589,ML,JS,Mobile,English,Telugu,Malayalam,5,3,5,2,3,3
563,1,1,1,1,1,1,0,1,4,4,4,3,3,1,1,1,1,1,1,1,Kristina Townley,7,10,1.4285714285714286,Java,AI,Mobile,English,Japenese,Telugu,2,1,4,2,1,0
564,3,3,3,3,1,1,0,1,1,1,1,1,1,1,1,1,1,2,2,1,Lindsay Jobe,18,15,0.8333333333333334,JS,ML,Mobile,English,Chinese,Kannada,1,6,0,2,3,3
565,1,1,1,1,1,1,0,1,1,1,1,1,1,2,2,2,2,3,3,1,Jennifer Moore,13,7,0.5384615384615384,DotNet,Mobile,JS,English,Telugu,Chinese,2,1,2,1,0,1
566,3,3,3,3,1,1,0,1,4,4,4,1,1,2,2,2,2,1,1,1,Bill Sukhu,13,17,1.3076923076923077,Java,ML,JS,English,Malayalam,Hindi,3,4,1,3,5,1
567,4,4,4,4,0,0,0,1,2,2,2,1,1,1,1,1,1,3,3,0,Dolores Hickman,20,18,0.9,ML,Mobile,Java,English,Telugu,Malayalam,3,5,5,1,0,4
